codigo,idh
320180,0.632
312210,0.661
312190,0.657
280200,0.61
220335,0.561
351385,0.741
520710,0.729
312180,0.702
420500,0.706
312170,0.601
430637,0.648
291005,0.676
170700,0.701
510350,0.718
312160,0.716
250560,0.593
410712,0.608
410710,0.723
410715,0.644
351380,0.757
430635,0.654
250540,0.58
312150,0.631
312140,0.639
312130,0.68
420490,0.743
351370,0.76
430632,0.707
230426,0.609
500345,0.694
510345,0.683
220330,0.618
312125,0.639
270240,0.612
312120,0.74
312110,0.669
210375,0.607
520690,0.716
430630,0.762
312100,0.616
291000,0.54
170650,0.581
520680,0.697
250535,0.521
520670,0.654
160021,0.628
260510,0.594
312090,0.713
510343,0.69
210370,0.612
150290,0.582
150285,0.578
250530,0.606
220327,0.527
220325,0.555
150280,0.502
312087,0.585
250527,0.529
220323,0.542
240310,0.691
410700,0.656
410690,0.823
420480,0.721
150277,0.636
220320,0.607
290990,0.581
260500,0.592
312083,0.627
420475,0.754
351360,0.684
420470,0.742
280190,0.604
260490,0.572
150276,0.55
520660,0.737
110094,0.612
250510,0.591
250520,0.57
250523,0.524
510340,0.785
250500,0.566
351350,0.737
410685,0.666
410680,0.664
312080,0.695
240300,0.654
351340,0.788
430620,0.723
410670,0.713
120020,0.664
410660,0.717
410657,0.709
312070,0.696
250490,0.552
290980,0.699
230425,0.632
430613,0.719
430610,0.75
351330,0.774
312060,0.651
520650,0.706
230423,0.59
520640,0.708
170625,0.644
290970,0.614
220310,0.566
280170,0.553
312050,0.668
520630,0.688
312040,0.695
430605,0.644
520620,0.699
312030,0.583
430607,0.66
170610,0.673
220300,0.573
351320,0.734
312020,0.692
430600,0.712
290960,0.543
312015,0.585
420460,0.788
290950,0.599
351310,0.756
230420,0.713
230410,0.644
270235,0.525
250485,0.641
500330,0.703
430597,0.706
170600,0.605
312010,0.659
510337,0.601
430595,0.741
351300,0.78
290940,0.59
500325,0.706
110008,0.611
351290,0.722
351280,0.769
270230,0.626
420450,0.78
110007,0.613
351270,0.754
410655,0.638
500320,0.7
520590,0.698
520580,0.68
260480,0.568
290930,0.603
260470,0.536
220290,0.642
420455,0.702
312000,0.632
311995,0.678
520570,0.686
311990,0.692
311980,0.692
311970,0.677
410650,0.723
500315,0.589
430593,0.727
311960,0.669
311950,0.627
420445,0.696
351260,0.69
220285,0.546
290920,0.535
240290,0.578
420440,0.744
311940,0.755
240280,0.587
410645,0.6
430590,0.665
430587,0.744
311930,0.708
210360,0.576
351250,0.719
311920,0.626
410640,0.759
311910,0.68
290910,0.6
500310,0.671
250480,0.592
230400,0.61
311900,0.66
311890,0.656
420435,0.747
290900,0.579
330150,0.729
351240,0.758
410630,0.738
290890,0.592
311880,0.642
270220,0.586
430585,0.746
430583,0.692
311870,0.694
290880,0.577
410620,0.681
311860,0.756
430580,0.754
311850,0.673
311840,0.662
410610,0.707
311830,0.761
311820,0.729
510336,0.718
250470,0.581
410600,0.668
311800,0.753
311810,0.568
311790,0.712
510335,0.668
311787,0.747
311783,0.621
430570,0.747
290870,0.582
250460,0.618
290860,0.56
260460,0.602
250450,0.594
420430,0.8
150275,0.566
351230,0.736
351220,0.708
250440,0.592
170560,0.592
311780,0.703
311770,0.665
311760,0.7
311750,0.634
210355,0.512
290850,0.663
290840,0.611
320170,0.67
220280,0.589
150270,0.64
290830,0.606
330140,0.712
311740,0.676
311720,0.668
311730,0.712
290820,0.634
320160,0.681
311520,0.685
311710,0.691
510330,0.689
311700,0.593
330095,0.685
311690,0.697
170555,0.697
311680,0.583
430560,0.758
410590,0.73
110006,0.685
270210,0.517
220277,0.588
220275,0.628
410580,0.733
351210,0.71
510325,0.611
171670,0.671
430558,0.765
351200,0.757
210350,0.596
170550,0.701
520552,0.658
510320,0.713
320150,0.746
150260,0.602
220273,0.565
270200,0.533
311670,0.669
210340,0.564
210330,0.595
130130,0.563
290810,0.596
520551,0.657
220270,0.497
510310,0.66
420425,0.78
220272,0.498
220271,0.555
130120,0.586
290800,0.613
410570,0.694
351190,0.725
311660,0.709
510305,0.699
311650,0.67
311640,0.698
430550,0.719
311630,0.579
290790,0.601
430545,0.729
210325,0.6
520549,0.717
410560,0.718
290780,0.585
410550,0.755
430544,0.616
110092,0.652
430543,0.706
290770,0.6
230395,0.604
230393,0.585
410540,0.74
430540,0.732
311620,0.711
150250,0.453
355720,0.729
230390,0.586
430537,0.62
430535,0.747
351170,0.736
270190,0.575
420420,0.79
210320,0.604
430530,0.757
500295,0.754
420419,0.704
520547,0.742
311615,0.635
510300,0.688
311610,0.598
170460,0.619
170510,0.62
311600,0.655
260450,0.599
260440,0.604
311590,0.664
520545,0.711
410530,0.732
351160,0.706
420417,0.621
430520,0.764
430515,0.674
430517,0.66
240270,0.607
430513,0.661
410520,0.573
430512,0.649
351150,0.782
351140,0.729
520540,0.775
110005,0.692
210317,0.518
210315,0.542
311580,0.678
210312,0.585
311570,0.665
290760,0.596
170410,0.569
430511,0.701
410510,0.668
420415,0.719
260430,0.615
311560,0.678
280160,0.623
230380,0.627
351130,0.766
210310,0.605
240260,0.616
220265,0.488
210300,0.624
430510,0.782
311550,0.743
420410,0.691
520530,0.584
230370,0.682
311547,0.621
250435,0.623
290755,0.571
520520,0.664
230365,0.609
311545,0.54
430500,0.739
290750,0.677
250430,0.64
290740,0.582
250420,0.574
351120,0.751
260420,0.609
311535,0.684
311540,0.6
230360,0.618
420400,0.714
410500,0.678
351110,0.785
520510,0.766
311530,0.751
410490,0.703
290730,0.613
351100,0.731
320140,0.726
220260,0.587
520505,0.701
110090,0.658
510285,0.665
150240,0.673
500290,0.727
311510,0.704
351090,0.734
250415,0.514
260415,0.567
330130,0.726
430495,0.703
170390,0.658
410480,0.782
230350,0.646
430490,0.785
311500,0.721
290720,0.57
311490,0.652
351080,0.73
311480,0.646
311470,0.724
210290,0.574
260410,0.677
170389,0.594
250410,0.603
311460,0.725
260400,0.68
210280,0.634
140023,0.639
270180,0.526
311455,0.741
260392,0.573
230340,0.593
240250,0.589
240240,0.659
260390,0.583
330120,0.696
280150,0.643
311450,0.7
170388,0.64
520500,0.713
311440,0.733
311430,0.705
311420,0.71
311410,0.682
311400,0.689
311390,0.655
311380,0.65
430485,0.739
311370,0.648
430480,0.796
410470,0.713
510279,0.665
230330,0.597
170386,0.662
230320,0.578
230310,0.596
280140,0.588
290710,0.576
220255,0.541
230300,0.592
320130,0.718
130115,0.568
130110,0.557
311360,0.683
351070,0.722
330115,0.648
290700,0.552
311350,0.638
430470,0.766
290690,0.616
240230,0.638
250407,0.585
220253,0.505
130100,0.549
311340,0.706
351060,0.749
330093,0.713
311330,0.695
311320,0.697
311310,0.634
410465,0.728
311300,0.558
290689,0.555
351050,0.759
220250,0.552
500280,0.647
140020,0.624
430471,0.652
311290,0.615
260380,0.549
120017,0.575
351040,0.75
430467,0.766
420395,0.767
311280,0.71
430469,0.746
150230,0.548
410460,0.716
220245,0.553
311270,0.639
220240,0.583
311265,0.624
230290,0.611
420390,0.752
210275,0.537
311260,0.723
250403,0.533
290687,0.621
311250,0.695
311240,0.675
311230,0.653
280130,0.615
311220,0.648
351030,0.699
290685,0.599
430468,0.661
270170,0.573
311210,0.624
430466,0.637
430465,0.672
430463,0.743
351020,0.721
430462,0.637
420325,0.654
410450,0.706
150220,0.655
130090,0.53
430461,0.713
290682,0.562
220230,0.576
140017,0.619
210270,0.565
330110,0.709
410445,0.635
311205,0.631
290680,0.557
420380,0.757
430460,0.75
351015,0.68
280120,0.567
230280,0.612
260370,0.541
280110,0.569
430450,0.65
240220,0.579
420370,0.697
430440,0.748
410442,0.635
430435,0.698
290670,0.601
351010,0.789
351000,0.747
210260,0.561
430430,0.728
410440,0.629
290660,0.591
430420,0.674
311200,0.678
110080,0.649
290650,0.691
290640,0.587
290630,0.59
220225,0.583
311190,0.65
350995,0.704
510270,0.693
290620,0.587
311180,0.722
290610,0.565
270160,0.506
350990,0.72
510269,0.667
311170,0.649
150215,0.673
260360,0.606
510267,0.75
520495,0.654
230270,0.63
420360,0.742
350980,0.706
170384,0.544
311160,0.682
330100,0.716
350970,0.749
510268,0.744
430410,0.708
520490,0.692
311150,0.702
240210,0.626
430400,0.703
510263,0.734
110070,0.593
410430,0.757
220220,0.656
410425,0.701
350960,0.769
520485,0.661
410420,0.745
220217,0.528
500270,0.784
220213,0.56
270150,0.524
290600,0.586
311140,0.706
420350,0.69
410410,0.686
311130,0.683
280100,0.621
410405,0.681
430390,0.745
311120,0.711
420340,0.641
311115,0.621
420330,0.714
220211,0.537
290590,0.557
520480,0.694
270140,0.57
520470,0.688
311110,0.704
350950,0.805
430380,0.76
220210,0.544
510260,0.538
250400,0.72
410400,0.718
410395,0.63
350945,0.717
430370,0.738
410390,0.704
520465,0.631
311100,0.698
210255,0.652
520460,0.653
430367,0.706
270135,0.559
311090,0.709
311080,0.616
260350,0.588
230260,0.62
150210,0.577
311070,0.699
311060,0.751
330090,0.691
420320,0.726
410380,0.725
410370,0.734
410360,0.721
430360,0.697
430355,0.736
260345,0.692
430350,0.697
500260,0.703
311050,0.689
290580,0.565
250390,0.567
311040,0.69
290570,0.694
290560,0.581
260340,0.571
420315,0.622
410350,0.722
220209,0.588
290550,0.573
520455,0.685
520450,0.733
311030,0.687
250380,0.568
160020,0.643
260330,0.566
350940,0.713
311020,0.617
220208,0.546
270130,0.562
350930,0.734
250375,0.55
250370,0.679
220207,0.562
350925,0.694
210250,0.523
210240,0.553
350920,0.728
350910,0.697
290540,0.627
350900,0.781
240200,0.71
430340,0.699
250360,0.592
240190,0.587
240185,0.574
420310,0.728
430330,0.719
520440,0.693
311010,0.633
350890,0.729
410347,0.692
350880,0.742
410345,0.748
410340,0.693
290530,0.584
290520,0.625
260320,0.522
311000,0.728
290515,0.542
310990,0.706
290510,0.546
290500,0.637
520430,0.73
350870,0.72
110004,0.718
430320,0.662
270120,0.531
250355,0.523
250350,0.564
250340,0.596
320120,0.746
170382,0.627
430310,0.757
260310,0.579
330080,0.7
350860,0.764
210237,0.537
310980,0.726
520425,0.698
430300,0.742
250330,0.587
150195,0.473
150200,0.546
310270,0.578
310970,0.706
520420,0.727
310960,0.741
290490,0.647
520410,0.71
510250,0.708
430290,0.7
110060,0.646
350850,0.788
430280,0.704
420300,0.735
260300,0.623
350840,0.738
350830,0.694
310950,0.674
330070,0.735
260290,0.686
110003,0.65
250320,0.748
520400,0.668
220205,0.583
310945,0.648
250310,0.611
290485,0.581
290480,0.561
500240,0.692
250300,0.602
130083,0.569
430270,0.689
310940,0.624
350820,0.735
110045,0.616
310930,0.672
210235,0.583
290475,0.565
520396,0.704
210220,0.548
170380,0.627
220202,0.574
220200,0.565
520393,0.687
210232,0.556
210230,0.59
520390,0.71
350810,0.763
350800,0.667
150190,0.552
120013,0.589
260280,0.527
310925,0.627
290470,0.613
260270,0.593
310920,0.669
310910,0.658
420290,0.795
420287,0.661
290460,0.656
310900,0.747
350790,0.74
290450,0.57
350780,0.755
430265,0.699
520380,0.672
150180,0.503
150178,0.568
230250,0.647
210210,0.562
290440,0.592
280070,0.54
150175,0.591
290430,0.597
250290,0.619
220198,0.515
250280,0.597
210215,0.519
260260,0.562
350775,0.71
240180,0.592
260250,0.574
170370,0.686
320115,0.656
260240,0.547
520360,0.701
350770,0.737
310880,0.624
310870,0.625
310890,0.692
510190,0.696
150172,0.613
530010,0.824
310860,0.656
220196,0.577
120010,0.614
500230,0.701
170360,0.684
410337,0.681
310855,0.674
270110,0.513
430260,0.674
410335,0.701
350760,0.776
150170,0.6
420285,0.78
420280,0.778
430258,0.745
420270,0.724
290420,0.575
310850,0.602
350750,0.8
310840,0.702
430250,0.692
410330,0.717
350745,0.705
310830,0.73
350740,0.73
250270,0.558
130080,0.56
350720,0.746
350730,0.754
290410,0.603
280067,0.604
250250,0.607
220194,0.56
430245,0.7
520357,0.63
260230,0.561
150160,0.546
500220,0.67
250240,0.574
310825,0.537
290405,0.561
290400,0.612
520355,0.683
310820,0.678
140015,0.626
310810,0.637
220192,0.542
410320,0.686
250230,0.592
310800,0.692
410322,0.742
350715,0.66
420260,0.699
430240,0.739
310790,0.653
430237,0.723
430235,0.746
220191,0.532
210207,0.562
420253,0.718
430230,0.666
240170,0.584
220190,0.668
250220,0.597
170330,0.66
150157,0.589
410315,0.697
350710,0.713
420257,0.712
320110,0.734
330060,0.732
310780,0.623
510185,0.661
310770,0.683
520350,0.701
210203,0.558
290395,0.546
310760,0.735
290390,0.633
330050,0.66
260220,0.602
210200,0.538
310750,0.673
520340,0.67
420250,0.696
310740,0.75
260210,0.563
420245,0.781
350700,0.78
350690,0.705
240165,0.629
500215,0.666
260200,0.565
310730,0.7
410310,0.64
350680,0.742
220180,0.632
420243,0.647
310720,0.645
130070,0.588
270100,0.604
140010,0.752
250215,0.649
290380,0.551
430225,0.728
130068,0.565
430223,0.731
210197,0.545
430222,0.703
430220,0.762
430215,0.676
410305,0.67
230240,0.598
250210,0.599
410304,0.655
290370,0.567
220177,0.575
410300,0.72
310710,0.704
320100,0.679
350670,0.681
410302,0.7
420240,0.806
410290,0.667
290360,0.538
350660,0.712
350650,0.78
310700,0.688
350640,0.768
420230,0.739
310690,0.744
310680,0.62
260190,0.606
310670,0.749
260180,0.559
220173,0.489
130063,0.506
310660,0.594
220170,0.612
350635,0.73
170320,0.638
210193,0.604
350630,0.734
250205,0.558
310665,0.604
310650,0.628
210190,0.601
430210,0.778
240160,0.582
350620,0.744
430205,0.619
130060,0.574
150150,0.665
420220,0.74
210180,0.546
220160,0.557
150145,0.588
310640,0.655
310630,0.686
270090,0.517
260170,0.629
310620,0.81
290350,0.575
420215,0.705
290340,0.598
310610,0.66
330045,0.684
250190,0.592
150140,0.746
260160,0.642
220157,0.551
250200,0.578
260150,0.578
270080,0.593
500210,0.698
420213,0.675
220155,0.576
410280,0.716
210177,0.554
310600,0.674
520330,0.716
410275,0.681
210173,0.512
230230,0.623
230220,0.638
350610,0.78
250180,0.649
350600,0.801
230210,0.619
500200,0.684
350590,0.761
220150,0.545
270070,0.594
500190,0.71
350580,0.751
350570,0.786
310590,0.734
430200,0.65
230205,0.571
290330,0.602
170310,0.642
220140,0.612
230200,0.599
290327,0.61
520320,0.742
290323,0.607
350560,0.725
350550,0.789
260140,0.586
210170,0.57
130050,0.574
220130,0.557
290320,0.721
230195,0.616
420210,0.738
220120,0.595
330040,0.729
310570,0.624
430195,0.763
350540,0.641
280060,0.649
290310,0.577
430192,0.723
430190,0.67
430187,0.662
330030,0.733
170307,0.603
290300,0.63
410270,0.744
430185,0.734
510180,0.748
210160,0.606
290290,0.551
350535,0.66
510170,0.693
250170,0.572
270060,0.615
320090,0.683
270050,0.557
250160,0.562
250157,0.567
260130,0.577
220117,0.577
290280,0.575
430180,0.71
410260,0.706
350530,0.788
420209,0.701
290270,0.557
350520,0.75
130040,0.5
240150,0.566
150130,0.662
350510,0.699
410250,0.696
230190,0.683
310560,0.769
240145,0.574
250153,0.558
430165,0.748
430175,0.61
310550,0.649
510160,0.6
210150,0.592
430170,0.719
310540,0.722
350500,0.711
290265,0.579
150125,0.594
410240,0.727
500150,0.681
170305,0.638
420208,0.672
310520,0.599
310530,0.692
250150,0.568
350490,0.733
230185,0.606
310510,0.741
210140,0.687
410230,0.696
350480,0.756
430163,0.696
421280,0.756
420207,0.728
420200,0.845
420205,0.716
420195,0.746
520310,0.655
310500,0.671
350470,0.669
320080,0.702
230180,0.627
220115,0.564
290260,0.585
150120,0.578
290250,0.589
240140,0.609
250140,0.581
150110,0.471
430160,0.74
310490,0.681
350460,0.746
210135,0.537
210130,0.578
210125,0.629
210120,0.651
170300,0.642
210110,0.641
170290,0.627
520280,0.66
220110,0.554
150100,0.541
350450,0.767
350440,0.705
350430,0.714
130030,0.577
420190,0.733
170270,0.677
150095,0.519
230170,0.605
520260,0.7
350420,0.773
290240,0.568
430155,0.707
240130,0.621
430150,0.743
310480,0.656
150090,0.52
170255,0.67
320070,0.708
350410,0.765
310470,0.588
420180,0.733
410220,0.736
130020,0.45
270040,0.561
410210,0.747
310460,0.694
250135,0.609
220105,0.499
350400,0.805
410200,0.729
120005,0.588
230160,0.6
410190,0.728
350395,0.735
420170,0.742
430140,0.694
420165,0.715
350390,0.784
520250,0.675
350380,0.749
420160,0.764
430130,0.657
430120,0.707
430110,0.698
430105,0.74
430107,0.669
430100,0.769
170240,0.651
220100,0.56
330025,0.733
250130,0.548
220095,0.519
220090,0.583
230150,0.618
420150,0.77
330023,0.728
350370,0.733
410185,0.67
110002,0.702
510140,0.675
310450,0.656
310445,0.582
310440,0.643
240120,0.606
520235,0.687
510130,0.704
350360,0.695
350350,0.697
250110,0.594
250120,0.608
250115,0.562
280050,0.579
240110,0.682
350340,0.744
330022,0.684
310430,0.727
260120,0.667
310420,0.749
350335,0.722
310410,0.683
310400,0.772
310390,0.698
410180,0.74
280040,0.595
290230,0.575
230140,0.622
430090,0.772
290225,0.559
410170,0.704
250100,0.567
330020,0.718
260110,0.602
230130,0.564
210100,0.626
430087,0.679
230125,0.59
350330,0.781
350320,0.815
250090,0.548
420140,0.76
420130,0.703
510125,0.725
410165,0.676
310380,0.724
410160,0.723
310375,0.708
410150,0.748
310370,0.536
170230,0.68
270030,0.649
350315,0.68
310360,0.697
350310,0.685
350300,0.74
210095,0.512
430085,0.691
290220,0.588
500124,0.633
210090,0.521
170220,0.631
310350,0.773
520215,0.674
170215,0.604
210087,0.533
510120,0.701
170210,0.752
510100,0.687
170200,0.675
170190,0.639
170130,0.593
520180,0.684
520170,0.732
520160,0.693
310340,0.663
320060,0.752
260105,0.592
350290,0.776
230120,0.615
310330,0.661
290210,0.534
350280,0.788
290200,0.581
230110,0.655
290205,0.57
350275,0.704
280030,0.77
310320,0.695
250080,0.549
420127,0.733
230100,0.641
500110,0.688
280020,0.578
230090,0.618
130014,0.637
410140,0.748
290195,0.552
520150,0.693
290190,0.548
240100,0.639
420125,0.708
210083,0.568
350270,0.71
510080,0.675
320050,0.673
330015,0.692
350250,0.755
250077,0.578
500100,0.697
170110,0.651
520145,0.693
350260,0.721
520140,0.718
430080,0.758
310310,0.684
410130,0.656
240090,0.578
500090,0.643
290180,0.598
310300,0.645
420120,0.749
310290,0.683
290170,0.561
220080,0.62
410120,0.687
230080,0.599
290160,0.592
430070,0.74
130010,0.561
420110,0.674
420100,0.688
220070,0.594
520130,0.714
350240,0.741
350230,0.721
520120,0.725
410115,0.721
290150,0.589
330010,0.724
170105,0.648
240080,0.624
220060,0.63
290140,0.625
420090,0.687
260100,0.572
500085,0.697
310285,0.597
350220,0.719
310280,0.7
430066,0.72
350210,0.779
310260,0.734
290135,0.588
410110,0.725
290130,0.555
420080,0.699
320040,0.73
500080,0.67
500070,0.663
210080,0.581
150085,0.548
520110,0.737
150080,0.718
170100,0.671
130008,0.594
350200,0.754
210070,0.581
150070,0.484
410105,0.695
290120,0.54
270020,0.568
410100,0.709
350190,0.785
250073,0.606
310250,0.641
280010,0.611
520090,0.681
230075,0.606
430064,0.682
350180,0.745
350170,0.751
520085,0.7
350160,0.811
290115,0.561
290110,0.666
130006,0.56
290100,0.625
220050,0.598
210060,0.555
520082,0.609
430063,0.624
260090,0.58
410090,0.669
210055,0.52
160010,0.642
500060,0.673
140002,0.484
170070,0.708
430060,0.699
410080,0.708
520080,0.66
220045,0.578
110034,0.643
310240,0.572
310230,0.676
350150,0.722
350140,0.688
350130,0.758
350120,0.728
310220,0.592
130002,0.527
350115,0.766
510060,0.705
220040,0.614
230070,0.601
320035,0.664
310210,0.62
410070,0.676
210050,0.633
410060,0.696
110040,0.625
412862,0.678
520060,0.713
510050,0.638
410050,0.721
220030,0.585
315350,0.66
520055,0.719
510040,0.701
430057,0.734
240070,0.672
310205,0.661
510035,0.651
420075,0.755
510030,0.704
350110,0.7
430055,0.747
140005,0.542
110037,0.592
210047,0.558
210043,0.554
350100,0.73
260080,0.598
310200,0.668
230060,0.602
150060,0.665
410045,0.667
210040,0.549
350090,0.687
510025,0.714
110001,0.641
310190,0.725
430050,0.671
310180,0.646
520050,0.697
410040,0.699
430047,0.74
240060,0.624
310170,0.642
150050,0.642
170040,0.636
290090,0.563
260070,0.604
170035,0.663
250060,0.582
250057,0.548
420070,0.668
310163,0.675
350080,0.741
320030,0.71
310160,0.761
520030,0.682
240050,0.606
150040,0.564
310150,0.726
430045,0.695
430040,0.74
220027,0.585
320020,0.721
430030,0.672
210030,0.513
290080,0.608
500025,0.711
250053,0.578
230050,0.6
210020,0.573
310140,0.673
350075,0.712
290070,0.683
260060,0.599
250050,0.595
220025,0.531
250040,0.576
310130,0.649
250030,0.582
430020,0.753
310120,0.668
230040,0.569
290060,0.583
310110,0.684
250020,0.597
170030,0.657
320013,0.678
350070,0.745
410030,0.66
430010,0.694
310100,0.601
420060,0.723
520025,0.686
420055,0.745
310090,0.645
350060,0.854
350055,0.757
350050,0.745
420050,0.713
350040,0.781
260050,0.526
430005,0.75
260040,0.553
240040,0.616
310080,0.663
520020,0.722
350030,0.715
520017,0.671
290040,0.55
420040,0.698
320016,0.652
210015,0.5
310070,0.675
500020,0.67
220020,0.639
250010,0.572
270010,0.549
510020,0.729
310060,0.576
150034,0.564
420030,0.741
420020,0.725
220010,0.599
260030,0.592
150030,0.489
260020,0.588
210010,0.529
320010,0.667
240030,0.585
260010,0.657
290035,0.546
410020,0.667
350020,0.73
520015,0.702
350010,0.79
240020,0.661
310050,0.61
520013,0.686
120001,0.604
510010,0.628
230030,0.595
430003,0.687
220005,0.528
240010,0.679
230020,0.601
230015,0.606
150020,0.506
290030,0.582
210005,0.672
310040,0.63
170025,0.665
260005,0.679
310030,0.654
150013,0.622
420010,0.696
420005,0.694
410010,0.687
290020,0.575
290010,0.603
230010,0.628
150010,0.628
310020,0.698
520010,0.689
310010,0.689
520005,0.708
