codigo,idh
353550,0.762
314720,0.715
150550,0.645
314710,0.725
231020,0.637
314700,0.744
330360,0.72
220755,0.509
421220,0.704
314690,0.666
270640,0.593
431395,0.661
353540,0.722
261020,0.569
320400,0.667
431390,0.761
521600,0.686
411790,0.768
314675,0.565
421210,0.737
431380,0.72
353530,0.746
411780,0.639
521590,0.722
521580,0.73
171575,0.673
261010,0.549
171380,0.628
521570,0.698
421205,0.671
292350,0.643
411770,0.718
171570,0.571
210760,0.556
220750,0.562
270630,0.638
220740,0.557
353520,0.753
431370,0.737
172100,0.788
411760,0.66
421200,0.704
292340,0.586
261000,0.622
353510,0.722
431365,0.715
314670,0.703
231010,0.622
421190,0.757
231000,0.638
353500,0.732
150549,0.589
521565,0.713
270620,0.558
220735,0.559
314660,0.72
314655,0.59
314650,0.728
421189,0.664
314640,0.669
431360,0.706
411750,0.716
421187,0.718
220730,0.575
314630,0.596
220720,0.541
314625,0.599
521560,0.651
230990,0.621
230980,0.635
210750,0.724
280490,0.555
230970,0.675
140045,0.65
230960,0.659
150548,0.515
353490,0.725
521550,0.747
353480,0.692
421185,0.695
411745,0.709
314620,0.595
521540,0.719
251060,0.614
421180,0.774
314610,0.741
110015,0.682
292335,0.56
314600,0.722
353475,0.77
240850,0.645
314590,0.764
270610,0.547
411740,0.72
353470,0.778
150543,0.624
260990,0.572
292330,0.607
150540,0.568
421175,0.74
353460,0.762
431350,0.751
353450,0.749
353440,0.776
411730,0.609
230950,0.636
260980,0.61
260970,0.61
421170,0.755
353430,0.78
521530,0.715
314587,0.562
150530,0.623
353420,0.767
353410,0.77
314585,0.637
353400,0.738
314580,0.663
270600,0.493
314560,0.699
314570,0.635
292320,0.554
171550,0.675
251050,0.603
292310,0.559
260960,0.735
210745,0.575
314550,0.674
353390,0.773
314545,0.626
251040,0.572
270590,0.503
220710,0.576
270580,0.525
240840,0.585
270570,0.565
210740,0.589
353380,0.73
314540,0.636
160050,0.658
220700,0.634
150520,0.507
353370,0.717
230945,0.594
150510,0.594
353360,0.746
431346,0.767
292305,0.554
431344,0.676
510628,0.649
220695,0.528
510631,0.653
314537,0.616
150506,0.537
150503,0.673
521525,0.658
220690,0.562
314535,0.555
230940,0.605
510626,0.674
431342,0.663
270560,0.521
171525,0.596
411729,0.71
353350,0.753
421165,0.706
500625,0.649
110050,0.634
510627,0.664
292303,0.597
431340,0.747
521523,0.684
314530,0.571
431339,0.688
521520,0.699
431349,0.706
130330,0.554
171515,0.699
130320,0.57
171510,0.639
510625,0.704
292300,0.654
421160,0.768
521500,0.718
320390,0.712
110143,0.587
313660,0.662
510624,0.669
421150,0.748
150500,0.609
411727,0.651
292290,0.555
314520,0.715
411722,0.731
431337,0.718
220795,0.554
510619,0.714
411721,0.68
230930,0.614
171500,0.661
521490,0.634
431335,0.741
314510,0.671
292285,0.567
431333,0.742
431330,0.766
411725,0.716
314505,0.641
314500,0.701
431320,0.78
251030,0.595
431310,0.744
431308,0.761
171488,0.631
251020,0.573
130310,0.558
210735,0.581
230920,0.625
411720,0.71
510623,0.682
353340,0.791
510617,0.595
510622,0.758
510895,0.691
314490,0.63
510890,0.663
510885,0.704
110033,0.587
353330,0.743
411710,0.758
314480,0.813
411705,0.642
510618,0.636
292280,0.524
421145,0.736
353325,0.719
150497,0.581
210730,0.584
353320,0.735
330350,0.713
521487,0.655
292275,0.57
431306,0.689
353310,0.726
510880,0.688
353300,0.739
521486,0.681
330340,0.745
251010,0.601
411700,0.688
292273,0.597
353290,0.765
411690,0.722
431303,0.735
411695,0.714
150495,0.502
421140,0.765
314470,0.709
240830,0.629
521483,0.643
210725,0.566
353286,0.756
411680,0.658
431301,0.759
353284,0.715
510621,0.686
292270,0.545
353282,0.651
431300,0.778
510620,0.651
110014,0.643
431295,0.768
314467,0.592
431290,0.747
510615,0.65
411670,0.733
521480,0.747
431280,0.785
500620,0.721
521470,0.678
411660,0.698
431275,0.74
500600,0.694
353280,0.738
411650,0.717
220680,0.533
280480,0.664
510610,0.638
220675,0.586
280470,0.598
411640,0.709
280460,0.6
280450,0.587
280445,0.577
510600,0.702
140040,0.594
292265,0.56
431270,0.702
510590,0.699
330330,0.837
240820,0.622
521460,0.715
353270,0.713
500580,0.639
314465,0.556
210720,0.585
330320,0.753
292260,0.547
431267,0.753
353260,0.751
130300,0.586
353250,0.754
521450,0.721
314460,0.667
280440,0.589
521440,0.71
220672,0.602
251000,0.562
171430,0.643
353240,0.678
314450,0.69
220670,0.576
260950,0.662
292250,0.641
500570,0.7
421130,0.736
250990,0.541
171420,0.673
330310,0.73
353230,0.655
314440,0.693
240810,0.763
314437,0.671
353220,0.718
314435,0.675
431265,0.765
314430,0.701
353215,0.714
314420,0.585
314410,0.74
521410,0.68
314400,0.644
292240,0.601
353210,0.726
292230,0.66
171395,0.596
220669,0.53
270550,0.527
280430,0.626
314390,0.734
320380,0.694
292225,0.549
320370,0.645
292220,0.617
314380,0.647
411630,0.726
500568,0.686
521405,0.634
292210,0.59
250980,0.565
292205,0.566
230910,0.607
431262,0.689
431261,0.702
320360,0.666
292200,0.665
431260,0.746
292190,0.606
230900,0.607
140030,0.665
150490,0.547
521400,0.683
353205,0.741
431250,0.664
240800,0.72
521390,0.706
353200,0.715
292180,0.618
210710,0.548
431247,0.743
431245,0.702
421125,0.701
314370,0.597
220667,0.55
292170,0.588
314360,0.648
421120,0.738
220665,0.542
353190,0.712
521385,0.695
521380,0.734
431244,0.711
230890,0.588
411620,0.686
292160,0.558
431242,0.714
260940,0.652
411610,0.675
261430,0.6
230880,0.581
314350,0.696
230870,0.61
521375,0.733
521377,0.613
314345,0.587
314340,0.724
314330,0.77
521370,0.707
171370,0.62
314320,0.71
292150,0.506
210700,0.575
431240,0.755
110140,0.607
353180,0.733
270540,0.539
250970,0.628
353170,0.71
250960,0.587
314315,0.541
171360,0.622
240790,0.598
353160,0.741
421110,0.675
314310,0.728
421105,0.643
314300,0.688
431238,0.752
353150,0.753
314290,0.659
353140,0.785
353130,0.768
240780,0.609
150480,0.589
353120,0.759
431237,0.65
220660,0.578
280420,0.553
314280,0.674
521350,0.615
431235,0.764
240770,0.557
320350,0.667
314270,0.613
250950,0.59
230860,0.61
314260,0.721
220650,0.561
220640,0.615
314250,0.65
353110,0.754
421100,0.748
353100,0.772
210690,0.546
353090,0.719
230850,0.582
150470,0.547
280410,0.587
521340,0.696
353080,0.784
353070,0.774
353060,0.783
250940,0.574
314240,0.721
314230,0.638
421090,0.76
353050,0.762
150460,0.575
230840,0.622
411605,0.711
210680,0.622
421085,0.708
314225,0.593
353030,0.762
510562,0.704
353040,0.738
411600,0.748
353020,0.724
110130,0.643
292145,0.527
171330,0.662
292140,0.542
353010,0.751
260930,0.591
500560,0.632
210675,0.61
314220,0.68
230837,0.592
431230,0.725
353000,0.743
314210,0.663
411590,0.68
210670,0.545
330300,0.713
171320,0.684
352990,0.697
314200,0.665
110120,0.638
521310,0.718
352980,0.73
314190,0.658
314180,0.633
431225,0.681
270530,0.563
521308,0.707
320340,0.67
521305,0.665
220635,0.508
230835,0.626
210667,0.527
230830,0.628
292130,0.622
330290,0.745
352970,0.741
220630,0.623
292120,0.586
220620,0.539
240760,0.644
270520,0.568
330285,0.737
314170,0.656
352965,0.724
230820,0.618
352960,0.731
314160,0.664
411585,0.74
352950,0.744
330280,0.736
314150,0.626
150450,0.418
421080,0.738
314140,0.624
150445,0.582
411580,0.763
292110,0.625
314130,0.711
160040,0.592
431220,0.699
240750,0.608
230810,0.605
521300,0.677
171280,0.58
130290,0.588
352940,0.766
411575,0.652
314120,0.707
250939,0.572
510560,0.716
270510,0.584
521295,0.679
314110,0.731
314100,0.662
421070,0.657
411573,0.632
431217,0.717
431215,0.746
250937,0.565
210660,0.55
210663,0.533
431213,0.727
314090,0.631
411570,0.743
250933,0.541
210650,0.619
292105,0.572
220610,0.562
314085,0.616
314080,0.72
317150,0.612
314070,0.704
314060,0.597
411560,0.725
171270,0.607
314055,0.581
431210,0.656
210640,0.57
250930,0.536
352930,0.773
270500,0.504
292100,0.668
421060,0.774
250920,0.567
220605,0.525
230800,0.616
292090,0.581
521290,0.699
270490,0.577
411550,0.721
280400,0.618
314053,0.635
240740,0.622
352920,0.721
230790,0.599
314050,0.669
411545,0.614
431205,0.687
314040,0.65
411540,0.722
314030,0.657
250915,0.608
150442,0.676
250910,0.548
411535,0.758
314020,0.68
411530,0.698
314015,0.699
352910,0.731
411520,0.808
411510,0.639
352900,0.798
411500,0.681
320335,0.696
411490,0.691
314010,0.615
330270,0.765
270480,0.597
352890,0.718
171250,0.631
431200,0.73
431198,0.701
314000,0.742
411480,0.735
411470,0.703
313990,0.702
421055,0.743
120035,0.501
320334,0.71
270470,0.642
411460,0.774
313980,0.684
220600,0.59
220595,0.562
230780,0.612
292080,0.561
240730,0.609
431190,0.724
510558,0.701
250905,0.529
313970,0.672
421050,0.781
270460,0.569
431180,0.774
292070,0.593
431179,0.697
320332,0.696
521280,0.691
352885,0.752
150440,0.609
210637,0.55
230770,0.659
210635,0.452
260920,0.534
292060,0.621
270450,0.574
292050,0.607
230765,0.686
150430,0.57
500540,0.736
421040,0.768
352880,0.771
210632,0.582
352870,0.677
150420,0.668
130280,0.498
431177,0.682
320330,0.657
313960,0.675
292045,0.599
292040,0.566
431175,0.655
120034,0.551
411450,0.716
220590,0.573
130270,0.582
313950,0.697
313940,0.689
411440,0.688
330260,0.753
313930,0.642
411435,0.645
352860,0.739
411430,0.655
411420,0.751
411410,0.718
120033,0.625
130260,0.737
260915,0.487
130255,0.596
250900,0.543
130250,0.614
431173,0.649
313925,0.618
411400,0.719
521270,0.626
250890,0.585
250880,0.642
411390,0.708
280390,0.587
280380,0.599
292030,0.578
292020,0.562
313920,0.618
421030,0.69
240725,0.617
270440,0.566
421020,0.698
521260,0.745
352850,0.788
352840,0.743
292010,0.572
292000,0.576
330250,0.709
352830,0.753
210630,0.567
150410,0.597
421010,0.777
291995,0.538
150405,0.599
250870,0.542
313910,0.699
291992,0.708
220585,0.563
230763,0.61
291990,0.604
330245,0.703
421005,0.662
260910,0.578
313900,0.715
431170,0.692
110013,0.596
313890,0.64
270430,0.721
352820,0.74
240720,0.665
291980,0.609
352810,0.743
352800,0.77
291970,0.605
260900,0.609
160030,0.733
280370,0.583
431171,0.684
291960,0.524
240710,0.64
330240,0.764
313880,0.724
171245,0.639
220580,0.545
521250,0.701
421003,0.789
352790,0.72
411380,0.71
352780,0.724
411375,0.69
313870,0.678
352770,0.702
411373,0.668
421000,0.737
313868,0.614
240700,0.608
291955,0.716
210620,0.588
220570,0.541
313867,0.608
352760,0.731
240690,0.646
510530,0.676
352750,0.733
250860,0.583
352740,0.752
510525,0.768
352730,0.777
352725,0.742
210610,0.582
352720,0.766
420990,0.704
313865,0.646
411370,0.778
250855,0.583
411360,0.744
411350,0.725
171240,0.57
250850,0.566
291950,0.611
352710,0.786
320320,0.724
431164,0.749
431162,0.712
352700,0.742
420985,0.743
411345,0.666
260890,0.663
230760,0.682
150400,0.541
270420,0.58
352690,0.775
313862,0.71
313860,0.71
210600,0.581
411342,0.68
291940,0.621
313850,0.672
431160,0.685
411340,0.707
521230,0.659
313840,0.726
420980,0.686
352680,0.764
291930,0.623
352670,0.744
313835,0.67
420970,0.649
313830,0.71
352660,0.729
313820,0.782
431150,0.699
230750,0.613
352650,0.721
171215,0.66
420960,0.735
291920,0.754
420950,0.749
250840,0.533
313810,0.629
280360,0.642
411330,0.706
411325,0.585
352640,0.729
313800,0.714
160027,0.665
320316,0.656
411320,0.706
291915,0.596
220560,0.584
313790,0.655
313780,0.711
510523,0.627
291910,0.518
313770,0.661
240670,0.624
240680,0.625
260880,0.611
330230,0.668
291905,0.584
291900,0.546
291890,0.632
291880,0.586
171200,0.675
431140,0.778
210598,0.589
420945,0.771
431142,0.613
420940,0.752
500525,0.672
210590,0.557
352630,0.693
220554,0.597
210594,0.602
210580,0.581
210570,0.589
431130,0.738
250830,0.627
313760,0.777
521225,0.74
240660,0.582
291875,0.545
250810,0.563
431125,0.643
240650,0.585
260875,0.597
313753,0.679
210596,0.502
313750,0.703
313740,0.676
171195,0.579
431127,0.789
313730,0.634
220559,0.541
260870,0.551
220558,0.583
260860,0.525
210592,0.566
260845,0.609
220556,0.502
240640,0.589
220557,0.529
240630,0.553
260850,0.602
250820,0.57
313720,0.732
240620,0.601
171190,0.627
270410,0.552
431123,0.67
220555,0.55
420930,0.77
280350,0.625
313710,0.718
291870,0.599
500520,0.704
313700,0.541
420920,0.781
130240,0.531
411310,0.721
313695,0.592
500515,0.623
130230,0.516
291860,0.602
291855,0.567
411300,0.718
521220,0.743
291850,0.571
510520,0.714
150390,0.592
250800,0.57
510517,0.662
313690,0.723
130220,0.522
250790,0.548
220553,0.555
260840,0.509
411295,0.708
313680,0.669
352620,0.709
352610,0.7
260830,0.575
420917,0.719
352600,0.745
270400,0.575
240615,0.595
352590,0.822
411290,0.688
270390,0.562
250780,0.617
210565,0.552
352585,0.741
352580,0.716
431120,0.716
220552,0.582
313670,0.778
510515,0.716
240610,0.601
291845,0.541
260825,0.55
230740,0.598
220551,0.57
230730,0.694
291840,0.677
250770,0.567
313665,0.717
171180,0.584
250760,0.579
510510,0.682
521210,0.706
313655,0.617
313657,0.564
210560,0.561
313652,0.632
220550,0.618
240600,0.608
352570,0.777
420915,0.694
120032,0.469
313650,0.628
420910,0.809
431115,0.686
220545,0.504
411280,0.7
220540,0.522
260820,0.554
270380,0.531
313640,0.637
352560,0.741
313630,0.697
250750,0.763
320313,0.753
313620,0.758
210550,0.641
291835,0.593
240590,0.53
220535,0.561
240580,0.595
260810,0.576
352550,0.699
313610,0.626
313600,0.587
420900,0.827
291830,0.575
291820,0.553
110012,0.714
230725,0.652
521205,0.649
411275,0.705
313590,0.658
220530,0.591
320310,0.698
352540,0.703
250740,0.603
291810,0.547
313580,0.615
313570,0.689
313560,0.643
291800,0.665
270375,0.556
313550,0.601
210547,0.49
313545,0.624
313540,0.661
352530,0.778
510500,0.673
521200,0.689
171150,0.662
260805,0.645
210545,0.561
220527,0.566
230720,0.651
500510,0.708
260800,0.53
411270,0.687
521190,0.757
110011,0.689
431113,0.631
352520,0.733
352510,0.735
420895,0.709
411260,0.682
500500,0.712
240570,0.663
220525,0.593
240560,0.603
240550,0.565
230710,0.614
411250,0.689
270370,0.552
500490,0.664
521180,0.699
420890,0.803
431112,0.614
260795,0.575
411240,0.712
130210,0.522
500480,0.526
313535,0.608
280340,0.56
240540,0.569
411230,0.696
330227,0.659
280330,0.621
270360,0.57
313530,0.721
240530,0.574
313520,0.658
411220,0.696
510490,0.63
240520,0.615
352500,0.76
240510,0.569
291790,0.55
521170,0.707
411210,0.747
313510,0.696
313507,0.609
352490,0.756
352480,0.776
220520,0.524
313505,0.638
420880,0.721
230700,0.624
352470,0.784
431110,0.712
291780,0.556
230690,0.621
230680,0.618
411200,0.743
230670,0.612
320305,0.678
291770,0.659
431100,0.707
313500,0.679
291760,0.58
411190,0.715
431090,0.726
313490,0.715
352460,0.717
150380,0.622
431087,0.662
270350,0.548
313480,0.668
220515,0.535
291750,0.649
352450,0.723
313470,0.62
420870,0.716
510480,0.735
411180,0.743
352440,0.777
270340,0.583
150375,0.505
250730,0.558
291740,0.593
240500,0.604
411170,0.718
313460,0.681
431085,0.658
352430,0.778
420860,0.732
352420,0.711
291735,0.613
260790,0.717
431080,0.784
431075,0.724
521160,0.704
500470,0.72
411160,0.766
411155,0.706
411140,0.651
411150,0.73
320300,0.666
291733,0.591
352410,0.765
313450,0.727
352390,0.773
313440,0.747
420850,0.748
150370,0.528
352400,0.762
313430,0.726
521150,0.752
313420,0.739
313410,0.635
291730,0.606
291720,0.57
291710,0.594
352380,0.717
291700,0.544
291690,0.6
352370,0.707
352360,0.724
510460,0.693
313400,0.6
210542,0.63
313390,0.627
240490,0.614
313380,0.758
411130,0.656
220510,0.583
313375,0.776
521140,0.718
510455,0.69
160025,0.576
250720,0.562
431065,0.669
230660,0.562
352350,0.706
291685,0.582
352340,0.778
431070,0.681
313370,0.677
330225,0.737
420800,0.771
521130,0.693
352330,0.677
230655,0.606
352320,0.703
291680,0.61
320290,0.684
260780,0.586
431060,0.713
500460,0.62
291670,0.553
352310,0.714
352300,0.72
521120,0.726
352290,0.725
431057,0.664
110110,0.614
250710,0.564
352280,0.719
250700,0.615
280320,0.561
500450,0.654
171110,0.65
352270,0.744
420845,0.761
230650,0.604
291660,0.571
260775,0.633
171090,0.601
352260,0.762
352265,0.661
521100,0.677
420840,0.775
130200,0.654
230640,0.64
291650,0.486
352250,0.735
352240,0.732
313360,0.72
352230,0.763
291640,0.667
260770,0.592
330220,0.73
411125,0.637
320280,0.654
420830,0.796
411120,0.731
210540,0.599
313350,0.713
352220,0.742
291630,0.572
291620,0.599
291610,0.67
313340,0.723
230630,0.623
521090,0.725
352215,0.68
330210,0.713
313330,0.629
313320,0.65
291600,0.637
510454,0.71
313310,0.739
352210,0.745
291590,0.584
313300,0.705
313290,0.674
411110,0.746
260765,0.575
313280,0.634
291580,0.578
411100,0.694
313270,0.634
291570,0.578
313260,0.688
130195,0.477
313250,0.646
291560,0.627
330205,0.688
352200,0.705
291550,0.599
291540,0.592
313240,0.787
352190,0.73
240485,0.624
420820,0.795
521080,0.691
150360,0.64
230625,0.626
352180,0.713
411095,0.738
313230,0.552
210535,0.518
420810,0.708
220500,0.541
230620,0.656
260750,0.51
171070,0.616
521060,0.718
521056,0.693
313220,0.691
411090,0.707
330200,0.715
320270,0.702
291535,0.562
291530,0.634
291520,0.589
291510,0.543
291500,0.572
431055,0.657
260740,0.595
130190,0.644
291490,0.583
313210,0.641
313200,0.628
171050,0.612
291480,0.712
330190,0.693
280310,0.602
313190,0.73
313180,0.653
313170,0.756
352170,0.693
521040,0.719
291470,0.62
291465,0.599
280300,0.556
280290,0.642
250690,0.613
431053,0.76
521030,0.711
220490,0.582
320265,0.637
150350,0.559
420790,0.699
411080,0.665
291460,0.691
230610,0.605
420785,0.707
411070,0.726
291450,0.62
291440,0.599
352160,0.712
352150,0.713
420780,0.742
130185,0.613
291430,0.571
291420,0.576
431050,0.691
313160,0.695
420775,0.722
140028,0.582
352140,0.776
411065,0.707
230600,0.652
291410,0.59
420770,0.738
313150,0.686
170980,0.62
230590,0.573
240480,0.679
230580,0.618
260730,0.55
352130,0.749
420768,0.66
411060,0.706
352120,0.703
521020,0.743
420765,0.759
260720,0.619
150345,0.489
130180,0.481
420760,0.736
411050,0.652
431046,0.791
220480,0.63
510452,0.727
521015,0.696
291400,0.549
352115,0.73
291390,0.67
313140,0.696
352110,0.753
431043,0.728
352100,0.719
291380,0.55
352090,0.727
230570,0.606
313130,0.771
230565,0.579
240470,0.603
313120,0.693
521010,0.701
313115,0.665
420757,0.795
352080,0.759
500440,0.681
313110,0.664
521000,0.72
220470,0.624
313100,0.702
313090,0.658
270330,0.484
150340,0.572
291370,0.565
431041,0.673
260710,0.608
250680,0.592
313080,0.697
510450,0.661
280280,0.58
520995,0.701
352070,0.751
411040,0.724
313070,0.674
352060,0.761
431040,0.693
230560,0.632
352050,0.788
420750,0.777
313065,0.61
313060,0.692
411030,0.705
260700,0.523
411020,0.6
520993,0.692
210530,0.731
431036,0.743
420740,0.713
411010,0.66
420730,0.765
431033,0.764
313055,0.553
411007,0.622
420720,0.667
250670,0.557
431030,0.73
313050,0.68
420710,0.738
291360,0.69
352044,0.812
220465,0.563
260760,0.653
280270,0.562
352042,0.725
352040,0.756
431020,0.781
313040,0.714
411005,0.703
230550,0.677
500430,0.662
313030,0.707
411000,0.758
260690,0.598
352030,0.726
291350,0.552
330187,0.761
431010,0.721
270320,0.568
291345,0.574
313020,0.651
352020,0.711
260680,0.665
150330,0.547
313010,0.698
210520,0.614
210515,0.569
150320,0.595
352010,0.768
250260,0.61
352000,0.727
291340,0.614
270310,0.564
351990,0.736
240460,0.55
320260,0.729
230540,0.606
291330,0.631
351980,0.72
210510,0.546
420700,0.741
410990,0.666
313005,0.624
230535,0.616
291320,0.636
351970,0.71
313000,0.675
312990,0.674
291310,0.602
320255,0.622
351960,0.747
291300,0.585
431000,0.765
312980,0.704
291290,0.576
351940,0.74
351950,0.708
430995,0.638
291280,0.614
291270,0.558
420690,0.737
260670,0.58
430990,0.724
320250,0.726
312970,0.706
312965,0.591
291260,0.511
410980,0.726
291250,0.584
291240,0.616
260660,0.552
230533,0.606
291230,0.584
291220,0.591
420680,0.708
291210,0.625
291200,0.611
250660,0.586
230530,0.608
420675,0.725
312950,0.718
312960,0.614
430980,0.739
312940,0.657
410975,0.685
320245,0.647
351930,0.703
270300,0.518
230526,0.577
430975,0.652
410970,0.71
260650,0.528
351925,0.674
312930,0.654
291190,0.574
351920,0.733
520990,0.644
351910,0.745
210500,0.535
430970,0.738
130170,0.605
430965,0.643
220460,0.599
351907,0.756
430960,0.783
230523,0.658
410965,0.683
351905,0.793
520980,0.677
520970,0.706
230520,0.597
430957,0.616
430710,0.687
420670,0.758
351900,0.727
291185,0.563
312920,0.657
520960,0.694
430955,0.749
351890,0.697
170950,0.759
150310,0.509
250650,0.625
250640,0.556
312910,0.68
312900,0.674
510420,0.705
312890,0.693
210490,0.625
312880,0.683
500410,0.675
312870,0.751
351885,0.743
420665,0.717
351880,0.763
351870,0.751
420660,0.73
520945,0.652
220455,0.508
351860,0.719
351850,0.687
312860,0.69
410960,0.717
351840,0.798
291180,0.558
351770,0.718
351830,0.731
351820,0.763
312850,0.652
410950,0.587
410940,0.731
320240,0.731
351810,0.713
510410,0.703
312840,0.677
351800,0.732
520940,0.637
430950,0.737
410930,0.677
312830,0.701
420650,0.751
230510,0.637
170930,0.741
520929,0.687
351790,0.737
410920,0.698
312825,0.677
420640,0.751
312820,0.623
230500,0.609
351780,0.719
250630,0.673
430940,0.765
410910,0.719
520920,0.697
410900,0.702
330185,0.698
351760,0.675
351750,0.725
312810,0.679
312800,0.686
291170,0.673
410895,0.669
240450,0.626
291165,0.569
110010,0.657
130165,0.532
230495,0.617
351740,0.753
410880,0.724
410890,0.693
351730,0.728
351720,0.739
430930,0.73
220450,0.65
320230,0.703
420630,0.754
430925,0.758
312790,0.731
240440,0.664
230490,0.633
260640,0.634
420620,0.757
430920,0.736
420610,0.736
312780,0.604
230480,0.585
230470,0.559
260630,0.595
410870,0.658
430915,0.634
430910,0.764
430912,0.685
210480,0.609
280260,0.577
230465,0.57
210470,0.57
312770,0.727
210467,0.569
210465,0.521
291160,0.643
210462,0.544
320225,0.694
110100,0.596
210460,0.572
210455,0.629
240430,0.592
420600,0.747
210450,0.565
520915,0.674
312760,0.681
312750,0.606
291150,0.576
312740,0.683
210440,0.568
410865,0.641
410860,0.731
520910,0.725
170900,0.576
520890,0.709
170830,0.621
520880,0.694
240420,0.638
520870,0.799
520860,0.727
150309,0.56
520850,0.76
520840,0.703
260620,0.651
312738,0.716
312737,0.647
410855,0.675
210430,0.604
430905,0.714
260610,0.604
510395,0.71
500400,0.721
291140,0.593
351710,0.735
312735,0.679
430900,0.721
270290,0.536
220440,0.548
430890,0.746
351700,0.717
291130,0.559
430885,0.733
230460,0.568
351690,0.747
280250,0.645
410850,0.652
510390,0.67
430880,0.686
220435,0.561
351685,0.719
291125,0.599
430870,0.738
510385,0.615
351680,0.723
420590,0.765
420580,0.725
430865,0.671
150307,0.526
420570,0.753
430860,0.786
351670,0.769
280240,0.564
260600,0.664
291120,0.632
312733,0.65
260590,0.602
520815,0.659
420560,0.708
240410,0.564
312730,0.654
351660,0.709
250625,0.513
351650,0.763
312720,0.655
320220,0.718
240400,0.597
312710,0.73
312707,0.544
220430,0.619
312700,0.684
312705,0.592
420555,0.682
280230,0.589
260580,0.576
250620,0.641
312695,0.543
312690,0.648
312680,0.59
430850,0.76
230450,0.604
351640,0.731
220420,0.608
312670,0.654
312675,0.603
351630,0.703
220415,0.553
312660,0.625
240390,0.606
410840,0.774
312650,0.622
220410,0.577
410832,0.669
220400,0.564
351620,0.78
420550,0.731
410845,0.645
410830,0.751
210420,0.58
312640,0.696
230445,0.624
170825,0.659
430845,0.756
210410,0.616
312630,0.67
230440,0.754
420545,0.753
230435,0.644
430843,0.683
312620,0.64
520810,0.715
170820,0.67
520800,0.744
420543,0.715
291110,0.618
410820,0.723
210409,0.556
430840,0.682
312610,0.755
430830,0.661
130160,0.53
351610,0.713
410810,0.732
351600,0.715
420540,0.847
220390,0.7
430825,0.663
410800,0.701
410790,0.736
260570,0.626
312600,0.724
220385,0.538
150304,0.583
291100,0.557
260560,0.556
220380,0.547
520790,0.597
430820,0.754
351590,0.747
420535,0.708
410785,0.682
351580,0.727
240380,0.642
410780,0.745
270280,0.527
520780,0.732
291090,0.578
170770,0.621
291085,0.565
170765,0.689
510380,0.679
410775,0.677
500390,0.66
312595,0.58
312590,0.603
260550,0.622
160023,0.656
351570,0.738
351565,0.703
351560,0.758
351550,0.797
240375,0.597
210408,0.443
260545,0.788
312580,0.646
410773,0.645
410770,0.716
430810,0.75
510370,0.692
270270,0.565
312570,0.648
312560,0.583
240370,0.636
312540,0.606
280220,0.584
260540,0.6
210407,0.532
270260,0.533
291080,0.712
291077,0.588
120030,0.539
430807,0.698
410765,0.72
520760,0.685
430805,0.666
410760,0.687
430800,0.72
420530,0.758
170755,0.697
500380,0.714
291075,0.559
351540,0.732
220375,0.548
430790,0.777
150300,0.563
410755,0.715
230430,0.633
312530,0.687
312520,0.717
520753,0.65
430786,0.763
250610,0.56
260530,0.576
240360,0.66
312510,0.732
312500,0.676
230428,0.701
291072,0.677
312490,0.675
430783,0.712
351535,0.704
291070,0.567
430781,0.679
430780,0.767
312480,0.696
351530,0.74
520750,0.707
312470,0.676
351520,0.76
270255,0.534
312460,0.71
210405,0.659
312450,0.691
355730,0.74
430770,0.754
430760,0.757
280210,0.647
430755,0.753
430750,0.765
291060,0.589
240350,0.558
351519,0.696
351518,0.787
312440,0.685
312430,0.627
110009,0.672
410754,0.636
210400,0.586
170740,0.57
220370,0.605
250600,0.623
410752,0.689
430745,0.661
312420,0.663
312410,0.671
430740,0.68
260520,0.632
420520,0.723
430730,0.685
312400,0.625
430720,0.681
430705,0.716
420519,0.726
290050,0.584
230427,0.61
430700,0.776
430697,0.712
240340,0.623
120025,0.653
130150,0.509
420517,0.657
430695,0.703
410753,0.761
312390,0.672
291050,0.615
430693,0.68
312385,0.634
430692,0.717
330180,0.722
312380,0.655
351515,0.732
312370,0.644
410750,0.73
410740,0.752
430690,0.657
291040,0.544
240330,0.629
430680,0.767
351512,0.727
351500,0.735
351510,0.749
351495,0.73
250590,0.595
312360,0.685
291030,0.623
351492,0.747
220360,0.595
351490,0.695
220350,0.58
351480,0.691
500375,0.684
430676,0.717
150295,0.56
130140,0.563
520740,0.739
520735,0.702
320210,0.662
351470,0.745
312352,0.645
330170,0.711
210390,0.533
351460,0.744
170730,0.679
250580,0.603
330160,0.659
351450,0.748
351440,0.776
520725,0.668
412863,0.546
240320,0.621
430675,0.724
420515,0.716
430673,0.706
410730,0.746
351430,0.738
500370,0.747
312350,0.706
410725,0.724
500350,0.699
260515,0.589
312340,0.692
312330,0.629
320200,0.654
312320,0.719
312310,0.636
312300,0.686
250570,0.545
430670,0.697
312290,0.701
420510,0.742
312280,0.687
312270,0.709
210380,0.622
430655,0.691
430660,0.708
291020,0.632
312260,0.622
220345,0.549
220342,0.55
320190,0.669
430650,0.587
220340,0.601
150293,0.615
312250,0.688
312247,0.673
291010,0.591
510360,0.69
351420,0.742
410720,0.767
270250,0.532
430645,0.757
430640,0.743
170720,0.583
500348,0.639
430642,0.67
351410,0.725
351400,0.718
312245,0.609
312240,0.67
312235,0.608
312230,0.764
170710,0.683
520830,0.653
312200,0.605
351390,0.734
312220,0.623
