x,y,r,codigo
239.7488386967907,348.06948602370574,1.3310610553377655,110001
228.80647588698866,304.6738951621713,2.346452489175275,110002
267.3358298052933,365.85557787592484,0.8942418855853089,110003
254.996482880965,327.64420549857135,2.128112426798571,110004
257.2483750733272,360.6878080398808,1.2024870779897368,110005
268.8672126635854,360.9001796131922,1.1831164502608729,110006
259.7573593150628,356.0403897047239,0.9650969194299559,110007
209.86265436735084,341.03780697466004,1.2685268988450449,110008
265.18441326256357,327.08408961216014,1.5062444430279525,110009
201.37456679404363,328.2793170400116,1.6998103065267045,110010
233.93344196814792,315.31079448391154,1.7564932976464216,110011
248.2873332661013,313.27055104994474,2.5047769143322007,110012
243.51048328854495,290.8877007452054,1.6313064925010572,110013
239.97748711660083,333.31381495995964,1.2930610263775508,110014
241.1403325169308,315.8064091786089,1.5427130321014244,110015
264.34116607276906,337.47905442270996,1.5667497741872076,110018
205.55686143030152,290.6651327066919,4.603500559757268,110020
246.38546365067305,325.3683451321454,1.2464573733350597,110025
230.69866609921587,298.59374755769886,0.8433384983822607,110026
248.4205073970577,335.5448342373189,1.8076814310521532,110028
249.8096603058184,341.38474002473845,0.9269270130542256,110029
274.4527375889238,343.0413457551432,2.290526606748943,110030
227.13348389626503,333.163850189125,1.3426256341263287,110032
199.59315728098068,311.86863565251383,1.493590249480845,110033
235.23646869113918,327.29420590833206,1.150784159789118,110034
245.82093062022204,351.4321958194516,1.1379549955875365,110037
220.05756917397298,299.2432443193023,1.3262859728927063,110040
212.19885980747927,306.3339994305584,1.622036177457327,110045
243.52423793664747,334.65620655997,0.9992280695748912,110050
227.74935786170545,311.34412418194506,0.9398440553024621,110060
214.22904409310308,313.2654683134339,1.1644048556773556,110070
221.16192583056568,286.81786035913166,1.4278826306343126,110080
246.68565171685032,330.8465844508411,0.7994344184758282,110090
262.8237476389638,349.4253521140498,1.1004801117446512,110092
234.26546381421986,290.8653310972472,1.412263317072191,110094
223.1257929179999,318.37773468610055,0.9676619929517141,110100
226.95094503828864,290.32544816110607,1.076077444742336,110110
251.3743615416356,324.3861392161032,1.038710986175348,110120
230.70207272575294,323.1236180224063,1.0726595081618817,110130
220.8644364547938,310.1359093704747,1.2040137040943182,110140
235.43107265348976,320.67102678395884,0.9574495120637663,110143
254.7403583941432,345.2019419682697,0.9402622906317907,110145
252.37341138849274,360.14350945143434,0.7554295016791026,110146
256.1787327807098,339.1308290917971,0.7876257634170585,110147
253.08072450915745,338.4233598999957,0.8901356983599356,110148
224.42831974015758,346.64192544264495,1.3042758116307078,110149
222.9389656857693,337.72881087209953,1.1027999051542106,110150
240.05534350043672,321.6670120023128,0.8572185279505444,110155
239.359035695001,306.3364854473683,1.0633982856905009,110160
237.5366472234329,324.0103746792542,1.0830110532656125,110170
246.1216597974119,299.78070678111135,1.0950922299700596,110175
243.30417746572175,309.28462419509214,0.9461795483752191,110180
160.20889623814378,304.1604838253745,1.1944282739336536,120001
107.8610911474068,318.812040551737,0.9843838353446335,120005
122.47666773345395,317.908532950824,1.4121288095972333,120010
140.5135957567145,297.343285262567,1.0694634939231262,120013
144.98156597334992,312.7809985276242,1.113742919043629,120017
60.878199249916406,269.5526582293001,2.159314594771418,120020
130.8962344696463,321.4419489177231,1.2629990093029961,120025
94.54661215385977,287.0001533193936,1.5359396530974758,120030
74.11681991945215,292.0334397412046,1.0144490616052273,120032
50.223703816542866,261.8746899061148,1.2762314227055485,120033
110.00427424020108,294.7769186887424,1.0455010155579332,120034
62.54259634643131,289.49800918929395,1.2778893639634958,120035
153.91215184957036,309.61271013279895,1.286126623024429,120038
61.279758661979486,278.8792514116333,1.1191419006878225,120039
136.1639421619218,306.26739974343616,4.08697579380567,120040
50.00000000000023,267.81744865104775,1.2786776190818543,120042
101.5066224302534,294.4124339232522,0.9598238045107144,120043
152.2293157544459,305.0348181166331,1.3480504549703467,120045
119.18345268872258,301.0773472510542,1.7028488077900117,120050
83.16729854046162,274.8943996230594,1.6581826368632162,120060
133.71378908081147,316.09191392897833,1.2806251276319078,120070
148.29034446540504,299.00227862743446,1.2662484742939064,120080
239.83239452188104,69.76417091991797,1.1449605767021656,140002
231.6913222795033,81.2398529403188,1.1839242350723678,140005
266.2602487816041,80.96659301848422,4.159524849832053,140010
276.1817411729155,86.70835830155127,1.1241748551758086,140015
268.6003300864195,95.95611569849737,1.2685668109168873,140017
254.11863005664145,117.12132021863191,1.333254294364088,140020
290.13318655901924,118.91699819789669,1.0700826078286552,140023
236.87164456509754,96.75100054187777,1.122600268878368,140028
244.6144063997824,91.30133559949124,1.2529424695460103,140030
276.3255546309056,67.768539911758,1.100914159971902,140040
264.527238409961,61.719293330283634,1.28536537346233,140045
261.56419187976167,134.22704034680837,1.481210562991552,140047
280.646300550564,122.71716207791418,1.0103784209344644,140050
276.4183956042548,117.54182103641352,1.0025045425278365,140060
273.223263130629,53.71053457871784,1.0812458260595892,140070
363.1816048028069,143.63214311223925,1.8267998798849694,150040
383.55723261514265,130.05385043578386,1.521898124480122,150050
383.0582424197162,244.18749740126486,2.397026240628429,150060
345.92833326227685,195.92839303350664,1.2097201108457531,150100
364.00275894290246,190.6596043066185,1.2419026826383608,150145
403.876122501145,189.28320356351733,1.1756667569982446,150172
361.651405833984,164.43375806286141,1.1732335528647446,150285
316.1630021494585,153.4114326983102,0.961687872748183,150300
338.63782289582264,233.31259962166166,2.2648509344281034,150360
324.7953822643233,261.0367118691366,0.9617875211984419,150375
343.30920983210547,178.22008215861467,1.8561937691885837,150390
394.8713889301322,187.32879054244927,1.496103154457951,150445
370.61432707791107,188.1238926885133,0.5,150475
375.3606677649417,152.6768042190299,1.837151492734905,150480
353.5990363599882,271.46923422152486,1.3890702822452048,150503
352.2695775976115,137.81352199434926,1.768689245444234,150510
327.30906123788907,128.65897590455202,2.0159647182535316,150530
371.94679051052003,200.6291516292651,1.495764359565445,150565
406.36984698897993,171.4612486073887,1.641187086146983,150590
387.00919399088457,171.04527566527318,1.4565156899703822,150600
360.1350351629816,205.75552933496198,1.768689245444234,150619
361.2133248620303,179.7226658558662,3.5753995107906333,150680
339.1628937746151,166.8366409972054,1.2646856407501095,150797
347.46851213594664,221.65918214768567,1.270300984490391,150805
383.9855184278231,193.93207437461382,1.6800253070647173,150815
414.76721303891213,187.03446899286675,1.1877705565467114,150835
462.8239725530954,162.07741319806487,2.718412401318184,150010
475.9872911240056,217.6854930741605,0.9807925793414674,150013
475.97794776557095,169.44237330523453,1.8076345161892378,150020
442.61207397832754,250.0784166278671,1.4233923552143237,150034
451.09123842038264,147.4767975844979,1.4607394442007202,150070
482.63214893548894,158.68364322386566,4.571449004532457,150080
510.3885403195866,151.54690548232753,1.6998997840356123,150090
488.39620066386277,172.83260923444874,1.4938371962348707,150095
446.87910427508393,173.94030465208385,1.4902349526007819,150110
454.9490545998516,187.04550034186224,1.731652019849119,150120
439.3482909891608,261.1530817447077,0.8152047729816909,150125
469.04507100346797,164.5852310122154,2.4917828423132815,150130
470.36297109374635,153.37206147946483,7.2976742285932525,150140
480.44733833153487,166.75639155911986,1.9096385984388997,150150
470.9100356569045,220.72050468133588,1.2274986772348286,150157
499.09699770766883,161.21950546757304,1.217201011707703,150160
506.5206231853429,155.72995305251223,2.4978490712495005,150170
476.6276228268738,232.13287368286683,0.9750482134852916,150175
461.1752889373988,197.63607739713441,1.9505739453577424,150178
439.93527031599035,153.44928242467913,2.2884953790879696,150180
485.2083659770834,165.82496749364964,1.4547502775375452,150190
510.959735434958,169.30161768584023,1.5406812260671527,150195
466.0839116840229,144.1553234529828,1.3643335643191756,150200
457.6960694331649,172.23427413684377,2.5783095289388402,150210
449.2468775050427,244.71943036240583,1.5951972638696466,150215
500.7789593681527,154.13608854316283,1.963531629624111,150220
497.03528792000697,169.14064416073708,1.7934950890835057,150230
489.6817245241993,152.95623626692492,3.0117107118433593,150240
452.58725132011307,134.0094002436314,1.3611336347496539,150250
474.05564099529505,144.17598795094221,1.1111133851104307,150260
458.02193251553274,272.8155224915269,1.714863701792103,150270
484.0340829250469,170.14123646424315,1.5247757032126432,150275
455.7480731415691,240.27044376194243,1.2381722136428979,150277
450.55133340408236,161.71577581638581,1.543962538879382,150280
485.8854093160006,144.64614562784308,1.6227194210431057,150290
485.6338275962419,204.89213954714057,1.870201094623495,150293
462.42233227619204,238.05177030494508,1.5222732678927633,150295
456.85393116954594,262.3224484236126,1.2976504712674355,150304
501.12316832813076,171.43602707085105,1.39570432929851,150307
467.0680244096609,202.77495776781262,1.6306826974442798,150309
495.7668201440993,153.45611356800984,1.597030254702244,150320
463.86344715367767,168.6534103293927,1.8941801161052307,150330
489.8013669139181,158.56169116049085,1.1069329749746655,150340
483.4698511833237,183.74453630251494,1.9354067537541846,150345
492.98740253420016,166.5753340413228,1.5005890210914221,150350
452.29081634923,220.19673863890495,1.7803139352066975,150370
463.04473815140216,212.11327757972572,1.8624670450609584,150380
458.4195616544339,165.68544954648067,1.4532390615753763,150400
492.4646990997198,171.00840219359003,1.4654849663430478,150405
490.50765382254707,143.12959748089162,1.0135538998663227,150410
451.42848720819825,229.1521610960163,3.4705035018623174,150420
493.819571282825,145.3118024415869,1.4522087762076017,150430
489.7811401455084,147.0119970288493,1.4360288208114047,150440
475.4825493252448,163.48468743008902,2.541062875820277,150442
457.8313366758885,177.80040051522542,1.4894602298667472,150460
465.9338253802049,179.27322863296706,2.1075883243763047,150470
460.49030506105527,156.71869029970884,1.6276401552391322,150490
503.2355009182202,175.0756205667773,1.3124532006858267,150495
462.36913181268574,217.47178289706534,1.2226972117660528,150497
497.65708586376894,157.58693042578201,1.1927698429796136,150500
443.4973409642888,210.30066934537393,2.0516327675741666,150506
451.39302980973855,172.3905420846831,1.5088778580954039,150520
502.1107462163677,158.6501665823655,1.2446882707815747,150540
438.4744452461522,196.6955352517651,1.7273608840646322,150548
477.7660227074165,235.5142994231262,0.9820350629819248,150549
491.602496193703,189.0034100266247,2.385006432098968,150550
441.10369706665506,239.60660316454653,3.0905863198097436,150553
447.40630054046596,265.87087680244497,0.9046851531891711,150555
498.4224505791392,150.35102665669226,0.9979668857090125,150560
466.2304278157716,245.58876749043793,1.1308959356244768,150563
460.2443254406999,151.5159069613586,1.490854294658769,150570
500.78254996909993,147.66446412903224,1.0779380789936777,150610
504.19625028345087,146.16490270833856,1.1504777142744447,150611
445.84477780816553,271.51632903819996,2.1272643877195128,150613
451.1954845233173,259.1498835670209,1.2473403541824761,150616
475.3596252440457,211.02684070459225,1.7779518520347517,150618
495.91867579882296,141.24911241679624,1.62368891313152,150620
470.20402524675865,143.21150432356905,1.3649898608702213,150630
